AGE,SEGMENT,GENDER,MARITAL_STATUS,PROFESSION,MARKET
23,Arts,M,Single,Other,Chicago
23,Arts,M,Single,Other,Chicago
28,Sports,F,Single,Retail,Los Angeles
28,Sports,F,Single,Retail,Los Angeles
34,Music,M,Married,Executive,New York
34,Music,M,Married,Executive,New York
34,Music,M,Married,Executive,New York
35,Music,M,Married,Sales,New York
35,Music,M,Married,Sales,Chicago
35,Music,M,Married,Sales,New York
34,Music,M,Married,Executive,DC
34,Music,M,Married,Executive,New York
24,Music,F,Single,Other,Chicago
24,Music,F,Single,Other,DC
34,Music,M,Married,Student,New York
34,Music,M,Married,Student,New York
34,Music,M,Married,Student,New York
34,Music,M,Married,Student,New York
34,Music,M,Married,Student,New York
32,Sports,F,Unspecified,Professional,Los Angeles
32,Sports,F,Unspecified,Professional,Los Angeles
32,Sports,F,Unspecified,Professional,Chicago
32,Sports,F,Unspecified,Professional,New York
32,Arts,F,Unspecified,Professional,Chicago
27,Music,M,Single,Professional,New York
27,Music,M,Single,Professional,New York
27,Music,M,Single,Professional,New York
39,Arts,M,Single,Sales,Chicago
39,Arts,M,Single,Sales,Chicago
39,Music,M,Single,Sales,New York
39,Arts,M,Single,Sales,Los Angeles
39,Arts,M,Single,Sales,Chicago
27,Music,M,Single,Executive,New York
27,Music,M,Single,Executive,Chicago
27,Music,M,Single,Executive,New York
24,Arts,M,Single,Other,Chicago
24,Arts,M,Single,Other,Chicago
24,Arts,M,Single,Other,New York
31,Music,F,Married,Executive,New York
31,Music,F,Married,Executive,New York
31,Music,M,Married,Sales,New York
31,Music,M,Married,Sales,New York
33,Music,F,Unspecified,Other,New York
33,Music,F,Unspecified,Other,DC
33,Sports ,F,Unspecified,Other,DC
26,Arts,F,Married,Other,Chicago
26,Music,F,Married,Other,New York
26,Music,F,Married,Other,New York
26,Music,F,Married,Other,New York
26,Arts,F,Married,Other,Chicago
26,Sports,F,Married,Other,Los Angeles
26,Arts,F,Married,Other,Chicago
26,Sports,F,Single,Sales,New York
26,Sports,F,Single,Sales,Los Angeles
38,Arts,M,Single,Sales,DC
38,Arts,M,Single,Sales,Chicago
38,Arts,M,Single,Sales,Chicago
46,Arts,M,Married,Professional,Chicago
46,Arts,M,Married,Professional,Chicago
27,Arts,M,Single,Trades,Chicago
27,Music,M,Single,Trades,New York
27,Arts,M,Single,Trades,Chicago
41,Arts,M,Single,Other,Chicago
41,Arts,M,Single,Other,Chicago
41,Arts,M,Single,Other,Chicago
41,Arts,M,Single,Other,Chicago
41,Arts,M,Single,Other,Chicago
41,Arts,M,Single,Other,Chicago
24,Music,M,Single,Professional,New York
24,Music,M,Single,Professional,New York
24,Music,M,Single,Professional,New York
23,Sports,M,Single,Other,Los Angeles
23,Music,M,Single,Other,New York
20,Sports,F,Single,Student,Los Angeles
20,Sports,F,Single,Student,Los Angeles
20,Sports,F,Single,Student,Los Angeles
20,Sports,F,Single,Student,Los Angeles
33,Music,F,Unspecified,Sales,New York
33,Music,F,Unspecified,Sales,New York
56,Sports,F,Unspecified,Hospitality,Los Angeles
56,Sports,F,Unspecified,Hospitality,New York
41,Arts,M,Single,Professional,Chicago
41,Arts,M,Single,Professional,Chicago
41,Music,M,Single,Professional,New York
44,Family,M,Married,Sales,Chicago
44,Family,M,Married,Sales,Chicago
44,Arts,F,Married,Other,Chicago
44,Arts,F,Married,Other,Chicago
44,Arts,F,Married,Other,Chicago
47,Family,M,Married,Retired,Chicago
47,Family,M,Married,Retired,Chicago
47,Family,M,Married,Retired,New York
47,Family,M,Married,Retired,Chicago
47,Family,M,Married,Retired,Chicago
47,Family,M,Married,Retired,Chicago
47,Family,M,Married,Retired,New York
47,Family,M,Married,Retired,Chicago
32,Arts,M,Single,Professional,Chicago
32,Arts,M,Single,Professional,Chicago
37,Music,F,Married,Other,New York
37,Music,F,Married,Other,New York
37,Music,F,Married,Other,New York
37,Music,F,Married,Other,New York
31,Music,M,Married,Trades,New York
31,Music,M,Married,Trades,New York
22,Arts,M,Single,Retail,Chicago
22,Arts,M,Single,Retail,New York
22,Arts,M,Single,Retail,Chicago
22,Arts,M,Single,Retail,Los Angeles
22,Arts,M,Single,Retail,Chicago
36,Music,F,Married,Other,New York
36,Music,F,Married,Other,New York
36,Music,F,Married,Other,New York
36,Music,F,Married,Other,New York
24,Arts,M,Single,Other,Los Angeles
24,Arts,M,Single,Other,Chicago
24,Arts,M,Single,Other,New York
24,Arts,M,Single,Other,Chicago
24,Arts,M,Single,Other,Chicago
38,Sports,F,Single,Other,Los Angeles
38,Sports,F,Single,Other,New York
35,Music,M,Married,Executive,New York
35,Music,M,Married,Executive,New York
35,Music,M,Married,Executive,New York
35,Music,M,Married,Executive,New York
20,Arts,F,Single,Professional,Chicago
20,Sports,F,Single,Professional,Los Angeles
20,Sports,F,Single,Professional,New York
20,Sports,F,Single,Professional,Los Angeles
46,Family,F,Married,Other,Chicago
46,Arts,F,Married,Other,Chicago
46,Arts,F,Married,Other,Chicago
46,Arts,F,Married,Other,Chicago
35,Music,M,Married,Other,New York
35,Music,M,Married,Other,New York
27,Music,F,Single,Other,New York
27,Music,F,Single,Other,New York
27,Music,F,Single,Other,New York
27,Music,F,Single,Other,New York
20,Arts,M,Single,Retail,New York
20,Arts,M,Single,Retail,Chicago
20,Arts,M,Single,Retail,Chicago
20,Arts,M,Single,Retail,Chicago
20,Arts,M,Single,Retail,Chicago
21,Arts,F,Single,Other,Chicago
21,Arts,F,Single,Other,Chicago
21,Arts,F,Single,Other,Chicago
21,Arts,F,Single,Other,Los Angeles
21,Sports,F,Single,Other,New York
21,Arts,F,Single,Other,Chicago
21,Sports,F,Single,Other,Los Angeles
30,Music,M,Single,Trades,Los Angeles
30,Arts,M,Single,Trades,DC
30,Arts,M,Single,Trades,Chicago
30,Music,M,Single,Trades,New York
35,Music,F,Married,Executive,New York
35,Music,F,Married,Executive,New York
35,Music,F,Married,Executive,New York
35,Music,F,Married,Executive,New York
35,Music,F,Married,Executive,New York
35,Music,F,Married,Executive,New York
35,Music,F,Married,Executive,New York
25,Music,M,Single,Other,DC
25,Music,M,Single,Other,New York
25,Music,M,Single,Other,New York
25,Music,M,Single,Other,New York
19,Arts,M,Single,Retail,Chicago
19,Arts,M,Single,Retail,DC
19,Arts,M,Single,Retail,DC
24,Music,M,Single,Professional,New York
24,Music,M,Single,Professional,New York
24,Music,M,Single,Professional,Chicago
24,Music,M,Single,Professional,New York
24,Sports,F,Single,Other,New York
24,Sports,F,Single,Other,Los Angeles
31,Sports,F,Single,Retail,New York
31,Sports,F,Single,Retail,New York
29,Music,M,Married,Other,New York
29,Music,M,Married,Other,New York
29,Arts,M,Married,Other,Chicago
29,Music,M,Married,Other,Chicago
39,Music,F,Married,Other,Chicago
39,Music,F,Married,Other,Chicago
17,Sports,M,Single,Student,Los Angeles
17,Sports,M,Single,Student,New York
17,Sports,M,Single,Student,Los Angeles
43,Music,M,Married,Other,New York
43,Music,M,Married,Other,New York
43,Music,M,Married,Other,New York
45,Music,F,Married,Executive,New York
45,Music,F,Married,Executive,New York
44,Music,F,Unspecified,Hospitality,New York
44,Sports,F,Unspecified,Hospitality,Los Angeles
44,Sports,F,Unspecified,Hospitality,Los Angeles
18,Sports,F,Single,Retail,Los Angeles
18,Sports,F,Single,Retail,Los Angeles
34,Sports,F,Single,Professional,Los Angeles
34,Sports,F,Single,Professional,Los Angeles
22,Arts,M,Single,Other,Chicago
22,Arts,M,Single,Other,New York
22,Arts,M,Single,Other,DC
22,Arts,M,Single,Other,Chicago
39,Music,F,Married,Sales,New York
39,Music,F,Married,Sales,New York
20,Music,F,Single,Hospitality,New York
20,Music,F,Single,Hospitality,New York
37,Sports,F,Married,Professional,Los Angeles
37,Sports,F,Married,Professional,Los Angeles
24,Sports,F,Single,Professional,Los Angeles
24,Sports,F,Single,Professional,Los Angeles
24,Sports,F,Single,Professional,Los Angeles
20,Music,M,Single,Executive,New York
20,Music,M,Single,Executive,New York
48,Sports,F,Married,Professional,Los Angeles
48,Sports,F,Married,Professional,Los Angeles
19,Arts,M,Single,Sales,Chicago
19,Arts,M,Single,Sales,Chicago
19,Arts,M,Single,Sales,Chicago
19,Arts,M,Single,Sales,Chicago
21,Sports,M,Single,Student,Los Angeles
21,Arts,M,Single,Student,Chicago
21,Sports,M,Single,Student,Los Angeles
21,Sports,M,Single,Student,Los Angeles
33,Music,M,Married,Executive,DC
33,Music,M,Married,Executive,New York
33,Music,M,Married,Executive,New York
33,Family,M,Married,Executive,Chicago
39,Music,M,Married,Other,Chicago
39,Music,M,Married,Other,DC
39,Music,M,Married,Other,New York
27,Sports,F,Single,Professional,Chicago
27,Arts,F,Single,Professional,New York
27,Sports,F,Single,Professional,New York
33,Arts,F,Unspecified,Other,New York
33,Music,F,Unspecified,Other,New York
33,Music,F,Unspecified,Other,New York
33,Music,F,Unspecified,Other,New York
27,Music,M,Single,Other,New York
27,Music,M,Single,Other,New York
41,Arts,M,Married,Professional,Chicago
41,Arts,M,Married,Professional,Chicago
41,Arts,M,Married,Professional,Chicago
41,Arts,M,Married,Professional,Chicago
41,Family,M,Married,Professional,Chicago
24,Sports,M,Single,Student,Los Angeles
24,Sports,M,Single,Student,Los Angeles
24,Sports,M,Single,Student,Los Angeles
22,Sports,M,Single,Student,Los Angeles
22,Sports,M,Single,Student,New York
22,Music,M,Single,Student,New York
47,Arts,F,Married,Other,Chicago
47,Arts,F,Married,Other,Chicago
47,Arts,F,Married,Other,Chicago
27,Arts,M,Single,Trades,Chicago
27,Arts,M,Single,Trades,Chicago
27,Arts,M,Single,Trades,Chicago
27,Arts,M,Single,Trades,Chicago
23,Sports,M,Single,Student,Los Angeles
23,Sports,M,Single,Student,Los Angeles
42,Music,M,Married,Other,Los Angeles
42,Music,M,Married,Other,New York
42,Music,M,Married,Other,New York
42,Music,M,Married,Other,New York
47,Arts,F,Married,Other,Chicago
47,Arts,F,Married,Other,DC
47,Music,F,Married,Other,New York
21,Arts,M,Single,Sales,Chicago
21,Arts,M,Single,Sales,Los Angeles
21,Music,M,Single,Sales,New York
21,Arts,M,Single,Sales,Chicago
51,Arts,F,Married,Other,New York
51,Sports,F,Married,Other,New York
19,Sports,M,Single,Student,Los Angeles
19,Arts,M,Single,Student,DC
19,Sports,M,Single,Student,New York
36,Sports,F,Single,Professional,Los Angeles
36,Sports,F,Single,Professional,New York
24,Arts,M,Single,Retail,Chicago
24,Arts,M,Single,Retail,Chicago
24,Arts,M,Single,Retail,Chicago
24,Arts,M,Single,Retail,Los Angeles
28,Arts,M,Single,Retail,Chicago
28,Arts,M,Single,Retail,Chicago
28,Arts,M,Single,Retail,Chicago
28,Arts,M,Single,Retail,DC
36,Music,F,Married,Retail,New York
26,Sports,F,Single,Sales,New York
26,Sports,F,Single,Sales,Los Angeles
24,Sports,F,Single,Professional,Los Angeles
44,Family,M,Married,Executive,Chicago
44,Family,M,Married,Executive,Chicago
31,Music,F,Married,Other,New York
31,Sports,F,Married,Other,Los Angeles
34,Music,F,Married,Professional,Los Angeles
21,Music,F,Married,Retail,New York
21,Music,F,Married,Retail,New York
21,Music,F,Married,Retail,New York
23,Sports,M,Single,Student,Los Angeles
26,Music,F,Single,Other,Chicago
23,Sports,F,Single,Other,Los Angeles
39,Family,F,Married,Other,Chicago
39,Family,F,Married,Other,Chicago
39,Music,F,Married,Other,New York
36,Sports,F,Single,Professional,Los Angeles
38,Sports,F,Single,Professional,Los Angeles
22,Music,M,Single,Professional,New York
29,Arts,F,Single,Other,Chicago
34,Music,M,Married,Trades,Los Angeles
34,Arts,M,Married,Trades,New York
34,Arts,M,Married,Trades,Chicago
34,Arts,M,Married,Trades,Chicago
25,Arts,F,Married,Other,Chicago
25,Sports,F,Married,Other,New York
24,Music,F,Married,Retail,New York
37,Music,M,Married,Sales,New York
37,Arts,M,Married,Sales,Los Angeles
26,Music,M,Married,Sales,New York
26,Sports,F,Single,Other,New York
43,Music,F,Married,Other,DC
43,Family,M,Unspecified,Other,Chicago
43,Family,M,Unspecified,Other,Chicago
35,Arts,M,Married,Professional,Chicago
25,Music,F,Married,Executive,New York
49,Sports,M,Married,Professional,Los Angeles
39,Music,F,Married,Executive,New York
17,Sports,M,Single,Student,New York
39,Sports,F,Unspecified,Hospitality,New York
39,Sports,F,Unspecified,Hospitality,New York
39,Sports,F,Unspecified,Hospitality,Los Angeles
25,Music,M,Single,Other,New York
30,Music,M,Married,Other,DC
22,Music,M,Single,Trades,New York
22,Music,M,Single,Trades,New York
47,Music,F,Married,Executive,DC
47,Music,F,Married,Executive,New York
53,Family,M,Married,Retired,Chicago
33,Arts,M,Single,Professional,Chicago
44,Family,M,Married,Retired,DC
44,Family,M,Married,Retired,Chicago
37,Music,F,Married,Other,New York
51,Family,F,Married,Other,Chicago
51,Arts,F,Married,Other,Chicago
47,Sports,F,Married,Retired,Los Angeles
47,Sports,F,Married,Retired,New York
43,Music,F,Married,Executive,Los Angeles
31,Music,F,Married,Other,New York
27,Music,F,Single,Other,New York
26,Sports,F,Single,Sales,Los Angeles
29,Music,M,Single,Professional,New York
32,Music,M,Married,Other,Los Angeles
30,Music,M,Married,Other,New York
30,Music,M,Married,Other,New York
47,Family,M,Married,Professional,Chicago
47,Sports,M,Married,Professional,Los Angeles
45,Arts,F,Married,Other,Chicago
45,Arts,F,Married,Other,Chicago
45,Arts,F,Married,Other,DC
52,Arts,F,Married,Other,Chicago
52,Arts,F,Married,Other,Chicago
27,Music,M,Single,Other,New York
27,Arts,M,Single,Other,Chicago
27,Arts,M,Single,Other,Chicago
27,Music,M,Single,Other,New York
22,Arts,M,Single,Retail,Chicago
22,Sports,M,Single,Retail,New York
31,Music,F,Married,Other,New York
31,Music,F,Married,Other,New York
31,Music,F,Married,Other,New York
54,Family,M,Married,Retired,Chicago
33,Music,M,Married,Sales,New York
31,Music,M,Married,Trades,New York
61,Arts,F,Married,Other,Chicago
61,Arts,F,Married,Other,Chicago
46,Sports,F,Married,Professional,New York
23,Arts,M,Single,Sales,Chicago
44,Family,M,Married,Sales,Chicago
27,Sports,F,Single,Professional,Los Angeles
20,Arts,M,Single,Other,Los Angeles
31,Music,F,Married,Executive,Chicago
27,Music,M,Single,Professional,DC
20,Sports,M,Single,Student,Los Angeles
23,Music,F,Single,Retail,New York
23,Family,F,Single,Retail,Chicago
38,Music,F,Married,Executive,New York
21,Arts,M,Single,Sales,Chicago
21,Arts,M,Single,Sales,Chicago
39,Music,M,Married,Trades,New York
36,Music,M,Married,Trades,Chicago
25,Sports,F,Single,Professional,Los Angeles
41,Music,M,Married,Other,New York
27,Music,M,Married,Other,New York
39,Family,M,Unspecified,Sales,Chicago
21,Sports,F,Single,Professional,Los Angeles
24,Sports,F,Single,Other,Los Angeles
41,Music,F,Married,Retail,New York
30,Music,M,Married,Other,New York
46,Music,F,Unspecified,Hospitality,New York
46,Sports,F,Unspecified,Hospitality,New York
46,Sports,F,Unspecified,Hospitality,Los Angeles
24,Arts,M,Single,Sales,Chicago
24,Arts,M,Single,Sales,Chicago
24,Arts,M,Single,Sales,Chicago
24,Arts,M,Single,Sales,Chicago
22,Arts,M,Single,Other,Chicago
30,Sports,F,Married,Executive,Los Angeles
30,Music,F,Married,Executive,New York
49,Sports,F,Married,Other,Los Angeles
49,Arts,F,Married,Other,Chicago
43,Music,F,Married,Other,New York
43,Music,F,Married,Other,New York
22,Sports,M,Single,Student,New York
36,Sports,F,Unspecified,Hospitality,Los Angeles
36,Sports,F,Unspecified,Hospitality,Los Angeles
47,Family,M,Unspecified,Other,Chicago
36,Music,F,Married,Other,New York
27,Arts,M,Single,Sales,Chicago
27,Music,F,Single,Other,New York
27,Music,F,Single,Other,New York
56,Family,M,Married,Trades,Chicago
56,Family,M,Married,Trades,Chicago
56,Family,M,Married,Trades,New York
33,Music,F,Married,Other,New York
45,Arts,F,Married,Other,Chicago
45,Arts,M,Married,Professional,New York
45,Arts,M,Married,Professional,Chicago
45,Family,M,Married,Professional,Chicago
25,Sports,F,Single,Student,New York
29,Sports,M,Single,Student,Los Angeles
27,Sports,F,Single,Other,Los Angeles
32,Music,F,Married,Executive,New York
32,Sports,F,Married,Executive,New York
23,Arts,M,Single,Sales,Chicago
23,Arts,M,Single,Sales,Chicago
23,Arts,M,Single,Sales,Chicago
19,Sports,F,Single,Student,Chicago
38,Music,M,Married,Other,New York
39,Music,M,Married,Other,DC
36,Music,F,Married,Other,Chicago
36,Arts,F,Married,Other,Chicago
36,Music,F,Married,Other,New York
24,Music,F,Single,Hospitality,New York
24,Music,F,Single,Hospitality,New York
36,Music,F,Married,Other,New York
36,Music,F,Married,Other,New York
36,Music,F,Married,Other,New York
36,Music,F,Married,Other,New York
39,Sports,F,Unspecified,Professional,Los Angeles
39,Sports,F,Unspecified,Professional,New York
39,Sports,F,Unspecified,Professional,Los Angeles
39,Sports,F,Unspecified,Professional,DC
39,Sports,F,Unspecified,Professional,Los Angeles
35,Sports,F,Single,Professional,New York
35,Sports,F,Single,Professional,Los Angeles
35,Music,M,Married,Sales,New York
35,Music,M,Married,Sales,New York
35,Music,M,Married,Sales,New York
40,Music,F,Married,Other,New York
40,Music,F,Married,Other,New York
40,Music,F,Married,Other,New York
39,Arts,M,Married,Professional,New York
39,Music,M,Married,Professional,DC
39,Arts,M,Married,Professional,New York
39,Arts,M,Married,Professional,Chicago
19,Sports,F,Single,Other,Los Angeles
19,Sports,F,Single,Other,Los Angeles
27,Arts,M,Single,Trades,Chicago
27,Arts,M,Single,Trades,Chicago
27,Arts,M,Single,Trades,Chicago
27,Arts,M,Single,Retail,Chicago
27,Arts,M,Single,Retail,Chicago
27,Arts,M,Single,Retail,Chicago
27,Arts,M,Single,Retail,Chicago
27,Arts,M,Single,Retail,Chicago
27,Arts,M,Single,Retail,Chicago
27,Arts,M,Single,Retail,New York
27,Arts,M,Single,Retail,Chicago
19,Music,M,Single,Trades,Los Angeles
19,Music,M,Single,Trades,New York
19,Music,M,Single,Trades,Los Angeles
33,Music,F,Married,Hospitality,New York
33,Music,F,Married,Hospitality,New York
33,Music,F,Married,Hospitality,New York
33,Family,F,Married,Hospitality,Los Angeles
30,Music,M,Married,Other,New York
30,Music,M,Married,Other,New York
30,Music,M,Married,Other,New York
30,Music,M,Married,Other,New York
37,Music,F,Married,Executive,New York
37,Music,F,Married,Executive,New York
37,Music,F,Married,Executive,Chicago
43,Music,M,Married,Other,New York
43,Music,M,Married,Other,New York
30,Music,M,Married,Other,New York
30,Music,M,Married,Other,New York
32,Sports,F,Single,Professional,Los Angeles
32,Sports,F,Single,Professional,New York
19,Music,M,Single,Professional,New York
19,Music,M,Single,Professional,New York
41,Music,M,Married,Other,New York
41,Music,M,Married,Other,New York
31,Sports,F,Married,Other,Los Angeles
31,Music,F,Married,Other,New York
29,Arts,F,Unspecified,Other,Chicago
29,Arts,F,Unspecified,Other,Chicago
24,Sports,M,Single,Student,New York
24,Sports,M,Single,Student,New York
24,Sports,M,Single,Student,Los Angeles
30,Music,M,Single,Professional,Chicago
30,Music,M,Single,Professional,New York
30,Music,M,Single,Professional,New York
30,Music,M,Single,Professional,New York
25,Music,M,Married,Sales,New York
25,Music,M,Married,Sales,New York
25,Music,M,Married,Sales,New York
25,Music,M,Married,Sales,New York
25,Music,M,Married,Sales,DC
57,Arts,M,Married,Professional,Chicago
57,Arts,M,Married,Professional,Chicago
57,Arts,M,Married,Professional,New York
46,Arts,F,Married,Sales,Chicago
46,Arts,F,Married,Sales,Chicago
46,Arts,F,Married,Sales,Chicago
46,Arts,F,Married,Sales,Chicago
46,Family,M,Married,Retired,Chicago
46,Family,M,Married,Retired,Los Angeles
46,Family,M,Married,Retired,Chicago
46,Family,M,Married,Retired,Chicago
46,Family,M,Married,Retired,Chicago
24,Sports,F,Single,Professional,New York
24,Sports,F,Single,Professional,Los Angeles
25,Sports,F,Married,Executive,Los Angeles
25,Music,F,Married,Executive,New York
31,Music,F,Married,Other,New York
31,Music,F,Married,Other,New York
31,Music,F,Married,Other,Chicago
31,Music,F,Married,Other,New York
44,Family,M,Married,Trades,Chicago
44,Music,M,Married,Trades,New York
23,Sports,F,Single,Retail,Los Angeles
23,Sports,F,Single,Retail,Los Angeles
22,Sports,F,Single,Other,Los Angeles
22,Sports,F,Single,Other,Los Angeles
37,Music,M,Married,Other,Los Angeles
37,Music,M,Married,Other,New York
37,Music,M,Married,Other,New York
37,Music,M,Married,Other,New York
26,Sports,M,Married,Professional,New York
26,Sports,M,Married,Professional,New York
33,Arts,F,Married,Other,Chicago
33,Music,F,Married,Other,New York
33,Arts,F,Married,Other,DC
33,Music,F,Married,Other,New York
33,Music,F,Married,Other,New York
33,Music,F,Married,Other,New York
29,Sports,F,Single,Other,New York
29,Sports,F,Single,Other,New York
29,Family,F,Single,Other,Chicago
29,Sports,F,Single,Other,Los Angeles
29,Music,F,Single,Other,New York
35,Sports,F,Married,Executive,DC
35,Music,F,Married,Executive,New York
66,Sports,F,Unspecified,Hospitality,Los Angeles
66,Sports,F,Unspecified,Hospitality,New York
44,Arts,M,Married,Professional,Chicago
44,Sports,M,Married,Professional,New York
44,Sports,M,Married,Professional,New York
44,Arts,M,Married,Professional,Chicago
44,Arts,M,Married,Professional,Chicago
53,Sports,F,Unspecified,Hospitality,Los Angeles
53,Sports,F,Unspecified,Hospitality,New York
55,Family,F,Married,Other,Chicago
22,Arts,M,Single,Retail,Chicago
22,Arts,M,Single,Retail,Chicago
22,Arts,M,Single,Retail,Chicago
22,Arts,M,Single,Retail,Chicago
22,Arts,M,Single,Retail,Chicago
28,Sports,F,Single,Professional,Los Angeles
28,Sports,F,Single,Professional,Los Angeles
49,Arts,F,Married,Other,Chicago
49,Music,F,Married,Other,Los Angeles
49,Arts,F,Married,Other,Chicago
21,Music,F,Single,Other,New York
21,Family,F,Single,Other,DC
21,Music,F,Single,Other,New York
31,Music,F,Married,Other,Los Angeles
31,Music,F,Married,Other,New York
39,Sports,F,Married,Executive,New York
39,Music,F,Married,Executive,New York
41,Music,M,Married,Sales,New York
41,Music,M,Married,Sales,New York
41,Music,M,Married,Sales,New York
24,Arts,M,Single,Sales,Chicago
24,Arts,M,Single,Sales,Chicago
24,Arts,M,Single,Sales,Chicago
24,Arts,M,Single,Sales,Chicago
32,Sports,F,Married,Retail,New York
32,Music,F,Married,Retail,New York
33,Music,M,Married,Other,New York
33,Music,M,Married,Other,New York
33,Music,M,Married,Other,New York
23,Music,M,Single,Trades,New York
23,Music,M,Single,Trades,New York
23,Music,M,Single,Trades,New York
23,Sports,M,Single,Trades,Los Angeles
32,Music,M,Single,Other,DC
32,Music,M,Single,Other,New York
32,Music,M,Single,Other,New York
46,Sports,F,Married,Sales,New York
46,Sports,F,Married,Sales,Los Angeles
32,Arts,M,Single,Sales,Chicago
32,Arts,M,Single,Sales,New York
39,Music,F,Married,Professional,New York
39,Music,F,Married,Professional,New York
39,Sports,F,Married,Professional,Los Angeles
39,Sports,F,Married,Professional,New York
44,Arts,F,Married,Other,Chicago
44,Arts,F,Married,Other,Chicago
43,Music,M,Married,Sales,New York
43,Music,M,Married,Sales,New York
43,Music,M,Married,Sales,New York
43,Music,M,Married,Sales,New York
49,Arts,F,Married,Sales,Chicago
49,Arts,F,Married,Sales,Chicago
21,Arts,M,Single,Other,Chicago
21,Arts,M,Single,Other,Chicago
21,Arts,M,Single,Other,Chicago
31,Music,M,Married,Sales,New York
31,Music,M,Married,Sales,Chicago
31,Sports,M,Married,Sales,Los Angeles
31,Sports,M,Married,Sales,Los Angeles
34,Arts,F,Married,Other,DC
34,Music,F,Married,Other,New York
34,Music,F,Married,Other,New York
34,Music,F,Married,Other,New York
34,Music,F,Married,Other,New York
50,Arts,F,Married,Retired,Los Angeles
50,Sports,F,Married,Retired,New York
24,Sports,F,Single,Other,Los Angeles
24,Sports,F,Single,Other,Los Angeles
42,Music,M,Married,Executive,New York
42,Music,M,Married,Executive,New York
25,Sports,F,Single,Student,Los Angeles
25,Arts,F,Single,Student,Chicago
25,Arts,F,Single,Student,Chicago
47,Music,F,Married,Executive,New York
47,Music,F,Married,Executive,Chicago
47,Music,F,Married,Executive,New York
32,Sports,F,Single,Professional,Los Angeles
32,Sports,F,Single,Professional,Los Angeles
30,Music,F,Married,Retail,Los Angeles
30,Music,F,Married,Retail,New York
38,Music,M,Married,Executive,New York
38,Music,M,Married,Executive,DC
38,Music,M,Married,Executive,New York
58,Family,M,Unspecified,Other,Chicago
58,Family,M,Unspecified,Other,Chicago
58,Family,M,Unspecified,Other,Chicago
58,Family,M,Unspecified,Other,Chicago
58,Family,M,Unspecified,Other,Chicago
58,Family,M,Unspecified,Other,Chicago
20,Music,F,Single,Other,DC
20,Sports,F,Single,Other,Los Angeles
20,Sports,F,Single,Other,New York
24,Sports,F,Single,Other,New York
24,Sports,F,Single,Other,Los Angeles
46,Arts,F,Married,Other,Chicago
46,Sports,F,Married,Other,New York
43,Music,F,Unspecified,Hospitality,New York
43,Sports,F,Unspecified,Hospitality,Los Angeles
43,Sports,F,Unspecified,Hospitality,DC
43,Music,F,Unspecified,Hospitality,New York
43,Sports,F,Unspecified,Hospitality,Los Angeles
43,Sports,F,Unspecified,Hospitality,Los Angeles
41,Music,M,Married,Sales,New York
41,Music,M,Married,Sales,New York
29,Sports,M,Single,Student,Los Angeles
29,Sports,M,Single,Student,New York
29,Sports,M,Single,Student,Los Angeles
28,Music,F,Married,Executive,New York
28,Music,F,Married,Executive,New York
33,Music,M,Married,Other,New York
33,Music,M,Married,Other,New York
36,Music,M,Married,Executive,New York
36,Sports,M,Married,Executive,Los Angeles
44,Arts,F,Married,Other,Chicago
44,Music,F,Married,Other,New York
44,Arts,F,Married,Other,Los Angeles
36,Music,M,Married,Sales,New York
36,Music,M,Married,Sales,New York
36,Sports,M,Married,Sales,Los Angeles
20,Music,F,Single,Other,New York
20,Music,F,Single,Other,Chicago
20,Music,F,Single,Other,New York
30,Music,F,Married,Executive,New York
30,Music,F,Married,Executive,New York
21,Sports,M,Single,Student,New York
21,Sports,M,Single,Student,Los Angeles
21,Sports,M,Single,Student,New York
21,Sports,M,Single,Student,DC
28,Arts,M,Single,Professional,Chicago
28,Music,M,Single,Professional,New York
67,Arts,F,Married,Other,Chicago
67,Arts,F,Married,Other,Chicago
67,Arts,F,Married,Other,Chicago
31,Music,M,Married,Executive,New York
31,Music,M,Married,Executive,New York
31,Music,M,Married,Executive,New York
31,Sports,M,Married,Executive,Los Angeles
22,Arts,M,Single,Sales,Chicago
22,Arts,M,Single,Sales,Chicago
22,Arts,M,Single,Sales,Chicago
22,Arts,M,Single,Sales,Chicago
36,Sports,F,Unspecified,Hospitality,New York
36,Sports,F,Unspecified,Hospitality,Los Angeles
36,Sports,F,Unspecified,Hospitality,Los Angeles
36,Sports,F,Unspecified,Hospitality,Chicago
36,Sports,F,Unspecified,Hospitality,Los Angeles
36,Sports,F,Unspecified,Hospitality,Los Angeles
36,Sports,F,Unspecified,Hospitality,Los Angeles
36,Sports,F,Unspecified,Hospitality,DC
24,Arts,F,Married,Other,Chicago
24,Arts,F,Married,Other,Chicago
24,Arts,F,Married,Other,Chicago
24,Arts,F,Married,Other,Chicago
23,Music,F,Married,Other,New York
23,Arts,F,Married,Other,New York
47,Sports,M,Unspecified,Trades,Los Angeles
47,Music,M,Unspecified,Trades,Los Angeles
25,Music,M,Single,Other,New York
25,Music,M,Single,Other,New York
25,Music,M,Single,Other,New York
47,Sports,F,Married,Other,New York
47,Arts,F,Married,Other,Chicago
36,Music,F,Married,Other,New York
36,Music,F,Married,Other,New York
36,Music,F,Married,Other,New York
29,Sports,F,Single,Professional,Los Angeles
29,Sports,F,Single,Professional,Los Angeles
27,Music,M,Unspecified,Other,New York
27,Arts,M,Unspecified,Other,Chicago
